sale_date,product_name,category,quantity,unit_price,revenue,base_price,discount_pct,event,campaign,day_of_week,month,is_weekend
2024-02-26,Premium Dates 500g,Dried Fruits,21,25.0,525.0,25,0,,,Monday,2,False
2024-02-27,Premium Dates 500g,Dried Fruits,33,25.0,825.0,25,0,,,Tuesday,2,False
2024-02-28,Premium Dates 500g,Dried Fruits,30,25.0,750.0,25,0,,,Wednesday,2,False
2024-02-29,Premium Dates 500g,Dried Fruits,19,25.0,475.0,25,0,,,Thursday,2,False
2024-03-01,Premium Dates 500g,Dried Fruits,29,25.0,725.0,25,0,,,Friday,3,True
2024-03-02,Premium Dates 500g,Dried Fruits,31,25.0,775.0,25,0,,,Saturday,3,True
2024-03-03,Premium Dates 500g,Dried Fruits,30,25.0,750.0,25,0,,,Sunday,3,False
2024-03-04,Premium Dates 500g,Dried Fruits,28,25.0,700.0,25,0,,,Monday,3,False
2024-03-05,Premium Dates 500g,Dried Fruits,31,25.0,775.0,25,0,,,Tuesday,3,False
2024-03-06,Premium Dates 500g,Dried Fruits,33,25.0,825.0,25,0,,,Wednesday,3,False
2024-03-07,Premium Dates 500g,Dried Fruits,32,25.0,800.0,25,0,,,Thursday,3,False
2024-03-08,Premium Dates 500g,Dried Fruits,41,25.0,1025.0,25,0,,,Friday,3,True
2024-03-09,Premium Dates 500g,Dried Fruits,35,25.0,875.0,25,0,,,Saturday,3,True
2024-03-10,Premium Dates 500g,Dried Fruits,27,25.0,675.0,25,0,,,Sunday,3,False
2024-03-11,Premium Dates 500g,Dried Fruits,105,20.0,2100.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Monday,3,False
2024-03-12,Premium Dates 500g,Dried Fruits,111,20.0,2220.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Tuesday,3,False
2024-03-13,Premium Dates 500g,Dried Fruits,67,20.0,1340.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Wednesday,3,False
2024-03-14,Premium Dates 500g,Dried Fruits,71,20.0,1420.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Thursday,3,False
2024-03-15,Premium Dates 500g,Dried Fruits,91,20.0,1820.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Friday,3,True
2024-03-16,Premium Dates 500g,Dried Fruits,109,20.0,2180.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Saturday,3,True
2024-03-17,Premium Dates 500g,Dried Fruits,78,20.0,1560.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Sunday,3,False
2024-03-18,Premium Dates 500g,Dried Fruits,66,20.0,1320.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Monday,3,False
2024-03-19,Premium Dates 500g,Dried Fruits,72,20.0,1440.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Tuesday,3,False
2024-03-20,Premium Dates 500g,Dried Fruits,89,20.0,1780.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Wednesday,3,False
2024-03-21,Premium Dates 500g,Dried Fruits,83,20.0,1660.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Thursday,3,False
2024-03-22,Premium Dates 500g,Dried Fruits,121,20.0,2420.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Friday,3,True
2024-03-23,Premium Dates 500g,Dried Fruits,158,20.0,3160.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Saturday,3,True
2024-03-24,Premium Dates 500g,Dried Fruits,88,20.0,1760.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Sunday,3,False
2024-03-25,Premium Dates 500g,Dried Fruits,67,20.0,1340.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Monday,3,False
2024-03-26,Premium Dates 500g,Dried Fruits,99,20.0,1980.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Tuesday,3,False
2024-03-27,Premium Dates 500g,Dried Fruits,81,20.0,1620.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Wednesday,3,False
2024-03-28,Premium Dates 500g,Dried Fruits,80,20.0,1600.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Thursday,3,False
2024-03-29,Premium Dates 500g,Dried Fruits,134,20.0,2680.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Friday,3,True
2024-03-30,Premium Dates 500g,Dried Fruits,137,20.0,2740.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Saturday,3,True
2024-03-31,Premium Dates 500g,Dried Fruits,61,20.0,1220.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Sunday,3,False
2024-04-01,Premium Dates 500g,Dried Fruits,86,20.0,1720.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Monday,4,False
2024-04-02,Premium Dates 500g,Dried Fruits,89,20.0,1780.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Tuesday,4,False
2024-04-03,Premium Dates 500g,Dried Fruits,88,20.0,1760.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Wednesday,4,False
2024-04-04,Premium Dates 500g,Dried Fruits,108,20.0,2160.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Thursday,4,False
2024-04-05,Premium Dates 500g,Dried Fruits,105,20.0,2100.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Friday,4,True
2024-04-06,Premium Dates 500g,Dried Fruits,94,20.0,1880.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Saturday,4,True
2024-04-07,Premium Dates 500g,Dried Fruits,83,20.0,1660.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Sunday,4,False
2024-04-08,Premium Dates 500g,Dried Fruits,86,20.0,1720.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Monday,4,False
2024-04-09,Premium Dates 500g,Dried Fruits,92,20.0,1840.0,25,20,Ramadan 2024,Ramadan Mega Sale 2024,Tuesday,4,False
2024-04-10,Premium Dates 500g,Dried Fruits,35,25.0,875.0,25,0,Eid Al-Fitr 2024,,Wednesday,4,False
2024-04-11,Premium Dates 500g,Dried Fruits,42,25.0,1050.0,25,0,Eid Al-Fitr 2024,,Thursday,4,False
2024-04-12,Premium Dates 500g,Dried Fruits,53,25.0,1325.0,25,0,Eid Al-Fitr 2024,,Friday,4,True
2024-04-13,Premium Dates 500g,Dried Fruits,44,25.0,1100.0,25,0,,,Saturday,4,True
2024-04-14,Premium Dates 500g,Dried Fruits,24,25.0,600.0,25,0,,,Sunday,4,False
2024-04-15,Premium Dates 500g,Dried Fruits,22,25.0,550.0,25,0,,,Monday,4,False
2024-04-16,Premium Dates 500g,Dried Fruits,29,25.0,725.0,25,0,,,Tuesday,4,False
2024-04-17,Premium Dates 500g,Dried Fruits,29,25.0,725.0,25,0,,,Wednesday,4,False
2024-04-18,Premium Dates 500g,Dried Fruits,31,25.0,775.0,25,0,,,Thursday,4,False
2024-04-19,Premium Dates 500g,Dried Fruits,42,25.0,1050.0,25,0,,,Friday,4,True
2024-04-20,Premium Dates 500g,Dried Fruits,39,25.0,975.0,25,0,,,Saturday,4,True
2024-04-21,Premium Dates 500g,Dried Fruits,24,25.0,600.0,25,0,,,Sunday,4,False
2024-04-22,Premium Dates 500g,Dried Fruits,29,25.0,725.0,25,0,,,Monday,4,False
2024-04-23,Premium Dates 500g,Dried Fruits,27,25.0,675.0,25,0,,,Tuesday,4,False
2024-04-24,Premium Dates 500g,Dried Fruits,32,25.0,800.0,25,0,,,Wednesday,4,False
2024-04-25,Premium Dates 500g,Dried Fruits,28,25.0,700.0,25,0,,,Thursday,4,False
2024-04-26,Premium Dates 500g,Dried Fruits,36,25.0,900.0,25,0,,,Friday,4,True
2024-04-27,Premium Dates 500g,Dried Fruits,40,25.0,1000.0,25,0,,,Saturday,4,True
2024-04-28,Premium Dates 500g,Dried Fruits,31,25.0,775.0,25,0,,,Sunday,4,False
2024-04-29,Premium Dates 500g,Dried Fruits,28,25.0,700.0,25,0,,,Monday,4,False
2024-04-30,Premium Dates 500g,Dried Fruits,28,25.0,700.0,25,0,,,Tuesday,4,False
2024-05-01,Premium Dates 500g,Dried Fruits,23,25.0,575.0,25,0,,,Wednesday,5,False
2024-05-02,Premium Dates 500g,Dried Fruits,25,25.0,625.0,25,0,,,Thursday,5,False
2024-05-03,Premium Dates 500g,Dried Fruits,39,25.0,975.0,25,0,,,Friday,5,True
2024-05-04,Premium Dates 500g,Dried Fruits,34,25.0,850.0,25,0,,,Saturday,5,True
2024-05-05,Premium Dates 500g,Dried Fruits,41,25.0,1025.0,25,0,,,Sunday,5,False
2024-05-06,Premium Dates 500g,Dried Fruits,28,25.0,700.0,25,0,,,Monday,5,False
2024-05-07,Premium Dates 500g,Dried Fruits,31,25.0,775.0,25,0,,,Tuesday,5,False
2024-05-08,Premium Dates 500g,Dried Fruits,39,25.0,975.0,25,0,,,Wednesday,5,False
2024-05-09,Premium Dates 500g,Dried Fruits,29,25.0,725.0,25,0,,,Thursday,5,False
2024-05-10,Premium Dates 500g,Dried Fruits,25,25.0,625.0,25,0,,,Friday,5,True
2024-05-11,Premium Dates 500g,Dried Fruits,37,25.0,925.0,25,0,,,Saturday,5,True
2024-05-12,Premium Dates 500g,Dried Fruits,28,25.0,700.0,25,0,,,Sunday,5,False
2024-05-13,Premium Dates 500g,Dried Fruits,24,25.0,600.0,25,0,,,Monday,5,False
2024-05-14,Premium Dates 500g,Dried Fruits,25,25.0,625.0,25,0,,,Tuesday,5,False
2024-05-15,Premium Dates 500g,Dried Fruits,33,25.0,825.0,25,0,,,Wednesday,5,False
2024-05-16,Premium Dates 500g,Dried Fruits,22,25.0,550.0,25,0,,,Thursday,5,False
2024-05-17,Premium Dates 500g,Dried Fruits,45,25.0,1125.0,25,0,,,Friday,5,True
2024-05-18,Premium Dates 500g,Dried Fruits,43,25.0,1075.0,25,0,,,Saturday,5,True
2024-05-19,Premium Dates 500g,Dried Fruits,41,25.0,1025.0,25,0,,,Sunday,5,False
2024-05-20,Premium Dates 500g,Dried Fruits,28,25.0,700.0,25,0,,,Monday,5,False
2024-05-21,Premium Dates 500g,Dried Fruits,33,25.0,825.0,25,0,,,Tuesday,5,False
2024-05-22,Premium Dates 500g,Dried Fruits,24,25.0,600.0,25,0,,,Wednesday,5,False
2024-05-23,Premium Dates 500g,Dried Fruits,32,25.0,800.0,25,0,,,Thursday,5,False
2024-05-24,Premium Dates 500g,Dried Fruits,37,25.0,925.0,25,0,,,Friday,5,True
2024-05-25,Premium Dates 500g,Dried Fruits,37,25.0,925.0,25,0,,,Saturday,5,True
2024-05-26,Premium Dates 500g,Dried Fruits,31,25.0,775.0,25,0,,,Sunday,5,False
2024-05-27,Premium Dates 500g,Dried Fruits,26,25.0,650.0,25,0,,,Monday,5,False
2024-05-28,Premium Dates 500g,Dried Fruits,33,25.0,825.0,25,0,,,Tuesday,5,False
2024-05-29,Premium Dates 500g,Dried Fruits,26,25.0,650.0,25,0,,,Wednesday,5,False
2024-05-30,Premium Dates 500g,Dried Fruits,29,25.0,725.0,25,0,,,Thursday,5,False
2024-05-31,Premium Dates 500g,Dried Fruits,38,25.0,950.0,25,0,,,Friday,5,True
2024-06-01,Premium Dates 500g,Dried Fruits,29,25.0,725.0,25,0,,,Saturday,6,True
2024-06-02,Premium Dates 500g,Dried Fruits,20,25.0,500.0,25,0,,,Sunday,6,False
2024-06-03,Premium Dates 500g,Dried Fruits,28,25.0,700.0,25,0,,,Monday,6,False
2024-06-04,Premium Dates 500g,Dried Fruits,33,25.0,825.0,25,0,,,Tuesday,6,False
2024-06-05,Premium Dates 500g,Dried Fruits,34,25.0,850.0,25,0,,,Wednesday,6,False
2024-06-06,Premium Dates 500g,Dried Fruits,26,25.0,650.0,25,0,,,Thursday,6,False
2024-06-07,Premium Dates 500g,Dried Fruits,41,25.0,1025.0,25,0,,,Friday,6,True
2024-06-08,Premium Dates 500g,Dried Fruits,33,25.0,825.0,25,0,,,Saturday,6,True
2024-06-09,Premium Dates 500g,Dried Fruits,32,25.0,800.0,25,0,,,Sunday,6,False
2024-06-10,Premium Dates 500g,Dried Fruits,25,25.0,625.0,25,0,,,Monday,6,False
2024-06-11,Premium Dates 500g,Dried Fruits,38,25.0,950.0,25,0,,,Tuesday,6,False
2024-06-12,Premium Dates 500g,Dried Fruits,35,25.0,875.0,25,0,,,Wednesday,6,False
2024-06-13,Premium Dates 500g,Dried Fruits,30,25.0,750.0,25,0,,,Thursday,6,False
2024-06-14,Premium Dates 500g,Dried Fruits,35,25.0,875.0,25,0,,,Friday,6,True
2024-06-15,Premium Dates 500g,Dried Fruits,52,25.0,1300.0,25,0,,,Saturday,6,True
2024-06-16,Premium Dates 500g,Dried Fruits,50,25.0,1250.0,25,0,Eid Al-Adha 2024,,Sunday,6,False
2024-06-17,Premium Dates 500g,Dried Fruits,38,25.0,950.0,25,0,Eid Al-Adha 2024,,Monday,6,False
2024-06-18,Premium Dates 500g,Dried Fruits,44,25.0,1100.0,25,0,Eid Al-Adha 2024,,Tuesday,6,False
2024-06-19,Premium Dates 500g,Dried Fruits,37,25.0,925.0,25,0,Eid Al-Adha 2024,,Wednesday,6,False
2024-06-20,Premium Dates 500g,Dried Fruits,33,25.0,825.0,25,0,,,Thursday,6,False
2024-06-21,Premium Dates 500g,Dried Fruits,39,25.0,975.0,25,0,,,Friday,6,True
2024-06-22,Premium Dates 500g,Dried Fruits,37,25.0,925.0,25,0,,,Saturday,6,True
2024-06-23,Premium Dates 500g,Dried Fruits,27,25.0,675.0,25,0,,,Sunday,6,False
2024-06-24,Premium Dates 500g,Dried Fruits,22,25.0,550.0,25,0,,,Monday,6,False
2024-06-25,Premium Dates 500g,Dried Fruits,28,25.0,700.0,25,0,,,Tuesday,6,False
2024-06-26,Premium Dates 500g,Dried Fruits,24,25.0,600.0,25,0,,,Wednesday,6,False
2024-06-27,Premium Dates 500g,Dried Fruits,28,25.0,700.0,25,0,,,Thursday,6,False
2024-06-28,Premium Dates 500g,Dried Fruits,47,25.0,1175.0,25,0,,,Friday,6,True
2024-06-29,Premium Dates 500g,Dried Fruits,28,25.0,700.0,25,0,,,Saturday,6,True
2024-06-30,Premium Dates 500g,Dried Fruits,33,25.0,825.0,25,0,,,Sunday,6,False
2024-07-01,Premium Dates 500g,Dried Fruits,26,25.0,650.0,25,0,,,Monday,7,False
2024-07-02,Premium Dates 500g,Dried Fruits,29,25.0,725.0,25,0,,,Tuesday,7,False
2024-07-03,Premium Dates 500g,Dried Fruits,26,25.0,650.0,25,0,,,Wednesday,7,False
2024-07-04,Premium Dates 500g,Dried Fruits,27,25.0,675.0,25,0,,,Thursday,7,False
2024-07-05,Premium Dates 500g,Dried Fruits,40,25.0,1000.0,25,0,,,Friday,7,True
2024-07-06,Premium Dates 500g,Dried Fruits,36,25.0,900.0,25,0,,,Saturday,7,True
2024-07-07,Premium Dates 500g,Dried Fruits,36,25.0,900.0,25,0,,,Sunday,7,False
2024-07-08,Premium Dates 500g,Dried Fruits,25,25.0,625.0,25,0,,,Monday,7,False
2024-07-09,Premium Dates 500g,Dried Fruits,25,25.0,625.0,25,0,,,Tuesday,7,False
2024-07-10,Premium Dates 500g,Dried Fruits,29,25.0,725.0,25,0,,,Wednesday,7,False
2024-07-11,Premium Dates 500g,Dried Fruits,32,25.0,800.0,25,0,,,Thursday,7,False
2024-07-12,Premium Dates 500g,Dried Fruits,31,25.0,775.0,25,0,,,Friday,7,True
2024-07-13,Premium Dates 500g,Dried Fruits,38,25.0,950.0,25,0,,,Saturday,7,True
2024-07-14,Premium Dates 500g,Dried Fruits,28,25.0,700.0,25,0,,,Sunday,7,False
2024-07-15,Premium Dates 500g,Dried Fruits,20,25.0,500.0,25,0,,,Monday,7,False
2024-07-16,Premium Dates 500g,Dried Fruits,23,25.0,575.0,25,0,,,Tuesday,7,False
2024-07-17,Premium Dates 500g,Dried Fruits,32,25.0,800.0,25,0,,,Wednesday,7,False
2024-07-18,Premium Dates 500g,Dried Fruits,32,25.0,800.0,25,0,,,Thursday,7,False
2024-07-19,Premium Dates 500g,Dried Fruits,35,25.0,875.0,25,0,,,Friday,7,True
2024-07-20,Premium Dates 500g,Dried Fruits,42,25.0,1050.0,25,0,,,Saturday,7,True
2024-07-21,Premium Dates 500g,Dried Fruits,28,25.0,700.0,25,0,,,Sunday,7,False
2024-07-22,Premium Dates 500g,Dried Fruits,31,25.0,775.0,25,0,,,Monday,7,False
2024-07-23,Premium Dates 500g,Dried Fruits,28,25.0,700.0,25,0,,,Tuesday,7,False
2024-07-24,Premium Dates 500g,Dried Fruits,26,25.0,650.0,25,0,,,Wednesday,7,False
2024-07-25,Premium Dates 500g,Dried Fruits,36,25.0,900.0,25,0,,,Thursday,7,False
2024-07-26,Premium Dates 500g,Dried Fruits,42,25.0,1050.0,25,0,,,Friday,7,True
2024-07-27,Premium Dates 500g,Dried Fruits,48,25.0,1200.0,25,0,,,Saturday,7,True
2024-07-28,Premium Dates 500g,Dried Fruits,33,25.0,825.0,25,0,,,Sunday,7,False
2024-07-29,Premium Dates 500g,Dried Fruits,22,25.0,550.0,25,0,,,Monday,7,False
2024-07-30,Premium Dates 500g,Dried Fruits,36,25.0,900.0,25,0,,,Tuesday,7,False
2024-07-31,Premium Dates 500g,Dried Fruits,30,25.0,750.0,25,0,,,Wednesday,7,False
2024-08-01,Premium Dates 500g,Dried Fruits,24,25.0,600.0,25,0,,,Thursday,8,False
2024-08-02,Premium Dates 500g,Dried Fruits,46,25.0,1150.0,25,0,,,Friday,8,True
2024-08-03,Premium Dates 500g,Dried Fruits,32,25.0,800.0,25,0,,,Saturday,8,True
2024-08-04,Premium Dates 500g,Dried Fruits,26,25.0,650.0,25,0,,,Sunday,8,False
2024-08-05,Premium Dates 500g,Dried Fruits,19,25.0,475.0,25,0,,,Monday,8,False
2024-08-06,Premium Dates 500g,Dried Fruits,30,25.0,750.0,25,0,,,Tuesday,8,False
2024-08-07,Premium Dates 500g,Dried Fruits,28,25.0,700.0,25,0,,,Wednesday,8,False
2024-08-08,Premium Dates 500g,Dried Fruits,28,25.0,700.0,25,0,,,Thursday,8,False
2024-08-09,Premium Dates 500g,Dried Fruits,38,25.0,950.0,25,0,,,Friday,8,True
2024-08-10,Premium Dates 500g,Dried Fruits,48,25.0,1200.0,25,0,,,Saturday,8,True
2024-08-11,Premium Dates 500g,Dried Fruits,33,25.0,825.0,25,0,,,Sunday,8,False
2024-08-12,Premium Dates 500g,Dried Fruits,24,25.0,600.0,25,0,,,Monday,8,False
2024-08-13,Premium Dates 500g,Dried Fruits,32,25.0,800.0,25,0,,,Tuesday,8,False
2024-08-14,Premium Dates 500g,Dried Fruits,33,25.0,825.0,25,0,,,Wednesday,8,False
2024-08-15,Premium Dates 500g,Dried Fruits,33,25.0,825.0,25,0,,,Thursday,8,False
2024-08-16,Premium Dates 500g,Dried Fruits,48,25.0,1200.0,25,0,,,Friday,8,True
2024-08-17,Premium Dates 500g,Dried Fruits,37,25.0,925.0,25,0,,,Saturday,8,True
2024-08-18,Premium Dates 500g,Dried Fruits,38,25.0,950.0,25,0,,,Sunday,8,False
2024-08-19,Premium Dates 500g,Dried Fruits,23,25.0,575.0,25,0,,,Monday,8,False
2024-08-20,Premium Dates 500g,Dried Fruits,33,25.0,825.0,25,0,,,Tuesday,8,False
2024-08-21,Premium Dates 500g,Dried Fruits,28,25.0,700.0,25,0,,,Wednesday,8,False
2024-08-22,Premium Dates 500g,Dried Fruits,34,25.0,850.0,25,0,,,Thursday,8,False
2024-08-23,Premium Dates 500g,Dried Fruits,40,25.0,1000.0,25,0,,,Friday,8,True
2024-08-24,Premium Dates 500g,Dried Fruits,31,25.0,775.0,25,0,,,Saturday,8,True
2024-08-25,Premium Dates 500g,Dried Fruits,22,25.0,550.0,25,0,,,Sunday,8,False
2024-08-26,Premium Dates 500g,Dried Fruits,33,25.0,825.0,25,0,,,Monday,8,False
2024-08-27,Premium Dates 500g,Dried Fruits,26,25.0,650.0,25,0,,,Tuesday,8,False
2024-08-28,Premium Dates 500g,Dried Fruits,30,25.0,750.0,25,0,,,Wednesday,8,False
2024-08-29,Premium Dates 500g,Dried Fruits,26,25.0,650.0,25,0,,,Thursday,8,False
2024-08-30,Premium Dates 500g,Dried Fruits,37,25.0,925.0,25,0,,,Friday,8,True
2024-08-31,Premium Dates 500g,Dried Fruits,36,25.0,900.0,25,0,,,Saturday,8,True
2024-09-01,Premium Dates 500g,Dried Fruits,29,25.0,725.0,25,0,Back to School 2024,,Sunday,9,False
2024-09-02,Premium Dates 500g,Dried Fruits,33,25.0,825.0,25,0,Back to School 2024,,Monday,9,False
2024-09-03,Premium Dates 500g,Dried Fruits,39,25.0,975.0,25,0,Back to School 2024,,Tuesday,9,False
2024-09-04,Premium Dates 500g,Dried Fruits,35,25.0,875.0,25,0,Back to School 2024,,Wednesday,9,False
2024-09-05,Premium Dates 500g,Dried Fruits,35,25.0,875.0,25,0,Back to School 2024,,Thursday,9,False
2024-09-06,Premium Dates 500g,Dried Fruits,52,25.0,1300.0,25,0,Back to School 2024,,Friday,9,True
2024-09-07,Premium Dates 500g,Dried Fruits,48,25.0,1200.0,25,0,Back to School 2024,,Saturday,9,True
2024-09-08,Premium Dates 500g,Dried Fruits,31,25.0,775.0,25,0,Back to School 2024,,Sunday,9,False
2024-09-09,Premium Dates 500g,Dried Fruits,23,25.0,575.0,25,0,Back to School 2024,,Monday,9,False
2024-09-10,Premium Dates 500g,Dried Fruits,33,25.0,825.0,25,0,Back to School 2024,,Tuesday,9,False
2024-09-11,Premium Dates 500g,Dried Fruits,37,25.0,925.0,25,0,Back to School 2024,,Wednesday,9,False
2024-09-12,Premium Dates 500g,Dried Fruits,32,25.0,800.0,25,0,Back to School 2024,,Thursday,9,False
2024-09-13,Premium Dates 500g,Dried Fruits,41,25.0,1025.0,25,0,Back to School 2024,,Friday,9,True
2024-09-14,Premium Dates 500g,Dried Fruits,35,25.0,875.0,25,0,Back to School 2024,,Saturday,9,True
2024-09-15,Premium Dates 500g,Dried Fruits,29,25.0,725.0,25,0,Back to School 2024,,Sunday,9,False
